# FP1-F7,C3-P3,C4-P4,CZ-PZ,F3-C3,F4-C4,F7-T7,F8-T8,FP1-F3,FP2-F4,FP2-F8,FT10-T8,FT9-FT10,FZ-CZ,P3-O1,P4-O2,P7-O1,P7-T7,P8-O2,T7-FT9,T7-P7,T8-P8-0,T8-P8-1,Outcome
-2.56e-05,6.84e-06,-2.54e-06,-7.62e-06,-3.54e-05,4.2e-05,-2.15e-06,1.5399999999999998e-05,3.65e-05,6.7e-05,4.49e-06,3.07e-05,2.9100000000000003e-05,5.76e-05,1.04e-05,-0.00010022,1.89e-05,-2.75e-05,-3.69e-05,2.01e-05,2.79e-05,2.25e-05,2.25e-05,0.0
-3.19e-05,2.93e-07,6.65e-05,-0.000115751,0.000221832,-6.3e-05,6.890000000000001e-05,8.18e-05,-5.6000000000000006e-05,5.01e-05,0.0001942859999999,6.65e-05,-3.96e-05,0.000121026,-5.660000000000001e-05,0.0001849079999999,-0.0001673259999999,-0.00023707,8.18e-05,0.000154432,0.000237656,-0.000118681,-0.000118681,1.0
1.04e-05,-1.76e-06,-6.84e-06,-4.49e-06,-1.37e-06,-2.13e-05,-7.62e-06,-4.9e-05,1.5399999999999998e-05,1.35e-05,2.54e-06,-4e-05,-2.8300000000000003e-05,-2.15e-06,1.76e-06,1.07e-05,1.95e-07,-1.04e-05,-5.86e-07,2.21e-05,1.07e-05,4.36e-05,4.36e-05,0.0
2.93e-07,1.49e-05,5.89e-05,8.5e-06,-7e-05,2.84e-05,2.93e-07,-0.000118095,7.18e-05,-7.3e-05,-3.9e-05,-9.58e-05,-5.7700000000000007e-05,9.7e-05,-1.03e-05,4.95e-05,4.48e-05,4.01e-05,1.0800000000000002e-05,2.93e-07,-3.96e-05,0.00021304,0.00021304,1.0
3.71e-06,-1.27e-05,5.67e-06,-1.66e-05,-1.07e-05,-2.32e-05,-1.7e-05,-2.48e-05,-1.27e-05,-2.09e-05,-2.6e-05,-1.7e-05,-2.64e-05,2.93e-06,-1.37e-06,-4.1e-06,-6.84e-06,1.7800000000000002e-05,1.39e-05,2.13e-05,-1.74e-05,-5.27e-06,-5.27e-06,0.0
2.48e-05,0.000223687,0.000219389,0.000266667,0.000282686,0.0003041759999999,0.000222125,0.000179145,-0.000138901,-0.000148278,0.000106862,8.93e-05,-1.66e-05,0.0003506719999999,5.260000000000001e-05,7.01e-05,4.88e-06,-0.000167424,5.88e-05,-9.36e-05,0.000167814,0.00010022,0.00010022,0.0
3.15e-05,-1.76e-06,-1.76e-06,2.48e-05,-1.89e-05,-9.18e-06,2.52e-05,-8.379999999999999e-05,2.8300000000000003e-05,2.87e-05,3.73e-05,-3.03e-05,-2.17e-05,-2.15e-06,-7.56e-05,-7.37e-05,-9.71e-05,3.03e-05,-2.56e-05,-4.67e-05,-2.99e-05,1.5e-05,1.5e-05,0.0
4.08e-05,1.95e-07,-0.000111551,6.86e-05,3.61e-05,0.000104127,-8.79e-06,9.57e-06,1.37e-06,6.43e-05,3.11e-05,6.84e-06,-1.04e-05,4.9e-05,-8.4e-06,-2.25e-05,-5.67e-06,-3.32e-06,-1.4300000000000002e-05,-2.15e-06,3.71e-06,6.06e-06,6.06e-06,0.0
0.000365128,5.720000000000001e-05,-0.0001877409999999,6.659999999999999e-05,0.000111941,3.46e-05,0.0001506229999999,0.000197509,0.000384664,0.00119033,0.000438974,6.54e-05,-9.75e-05,0.000151013,5.68e-05,-0.000167424,7.759999999999999e-05,-1.82e-05,-0.0002068859999999,-0.000114286,1.86e-05,0.0004397559999999,0.0004397559999999,1.0
-1.47e-05,9.57e-06,-8.79e-06,-5.86e-07,1.5e-05,3.2200000000000003e-05,9.77e-07,-0.000109597,-6.45e-06,4.3200000000000007e-05,7.79e-05,-0.000151013,6.620000000000001e-05,7.62e-06,-2.52e-05,-4.36e-05,1.11e-05,3.32e-06,0.000117802,2.15e-06,-2.93e-06,-6.23e-05,-6.23e-05,1.0
-6.39e-05,-0.000157656,7.52e-05,2.75e-05,2.32e-05,-2.29e-05,2.05e-05,0.000310818,0.000133822,6.579999999999999e-05,-0.0002580709999999,0.000220562,2.75e-05,1.15e-05,-7.99e-05,-7.44e-05,-0.00011116,-7.37e-05,-4.429999999999999e-05,-0.000229939,7.4e-05,3.54e-05,3.54e-05,0.0
-9.24e-05,8.01e-06,0.000173675,7.950000000000001e-05,-0.000134212,1.19e-05,-0.000325275,0.0001049079999999,-0.000201807,-0.000368645,-0.000319023,-7.13e-05,-0.000234628,-0.000158437,5.720000000000001e-05,0.000229939,6.579999999999999e-05,-8.109999999999999e-05,0.000126007,0.000215482,8.149999999999999e-05,0.000134994,0.000134994,1.0
0.000282686,1.19e-05,9.57e-06,1.37e-06,1.7e-05,4.28e-05,7.01e-05,0.000111941,0.00034989,0.0002881559999999,0.000201807,3.929999999999999e-05,-2.13e-05,3.3e-05,1.39e-05,2.32e-05,2.09e-05,-1.93e-05,1.82e-05,-4.9e-05,1.97e-05,3.18e-05,3.18e-05,0.0
0.000124835,1.74e-05,-8.190000000000001e-05,3.77e-05,7.13e-05,-0.0001396829999999,7.23e-06,-3.61e-05,6.51e-05,7.13e-05,6.08e-05,6.84e-06,0.000112723,-3.2200000000000003e-05,-2.75e-05,1.86e-05,-9.08e-05,-8.46e-05,-4.88e-06,-3.18e-05,8.499999999999999e-05,-0.000151013,-0.000151013,1.0
-5.610000000000001e-05,5.22e-05,-2.95e-05,0.000117411,8.340000000000001e-05,-2.13e-05,0.000282686,-4.59e-05,-0.00011116,-1.58e-05,-3.3e-05,-4e-05,-2.15e-06,-7.6e-05,-0.00010569,-2.6e-05,-0.000117411,0.000188913,-3.34e-05,-0.000173675,-0.0001885229999999,1.82e-05,1.82e-05,1.0
-8.109999999999999e-05,5.33e-05,0.000101392,9.44e-05,-0.00017641,-0.00043663,-0.000341685,-0.000325275,-4.63e-05,-7.950000000000001e-05,-0.000154921,-0.00018696,4e-05,-0.000190085,1.74e-05,6.06e-06,0.000172112,-9.87e-05,0.000171722,0.000120537,9.9e-05,-9.98e-05,-9.98e-05,1.0
-4.6e-05,-5.95e-05,-0.000143297,-6.12e-05,2.78e-05,-9.29e-05,4.4e-06,-9.67e-06,-3.96e-05,1.26e-05,-3.72e-05,4.84e-05,3.72e-05,-7.18e-05,-2.9e-05,4.95e-05,-4.31e-05,1.6100000000000002e-05,8.790000000000001e-07,-7.91e-06,-1.55e-05,-0.0001262999999999,-0.0001262999999999,0.0
1.5399999999999998e-05,-1.5399999999999998e-05,-1.82e-05,-2.95e-05,3.85e-05,6.06e-06,2.64e-05,2.25e-05,1.07e-05,-1.04e-05,-1.11e-05,6.45e-06,-3.32e-06,2.72e-05,-3.929999999999999e-05,-8.77e-05,-3.97e-05,6.84e-06,-8.77e-05,-1.5e-05,-6.45e-06,-3.5e-05,-3.5e-05,0.0
2.05e-05,2.21e-05,8.79e-06,3.54e-05,-9.96e-06,4.88e-06,-8.4e-06,8.01e-06,8.79e-06,-2.99e-05,-1.93e-05,9.57e-06,3.18e-05,4.88e-06,1.62e-05,1.04e-05,1.39e-05,-1.11e-05,3.32e-06,-7.62e-06,1.15e-05,2.15e-06,2.15e-06,0.0
-6.94e-05,-3.3e-05,-8.540000000000002e-05,0.000206496,8.379999999999999e-05,8.070000000000001e-05,3.34e-05,-0.000106862,-6.74e-05,1.95e-07,1.95e-07,-1.74e-05,-3.54e-05,8.109999999999999e-05,-1.11e-05,-6.45e-06,-1.47e-05,-2.01e-05,-4.1e-06,-1.86e-05,2.05e-05,0.00010022,0.00010022,1.0
9.01e-05,-1.93e-05,1.95e-07,-6.08e-05,-8.79e-06,-3.07e-05,-2.21e-05,2.13e-05,7.170000000000001e-05,0.00014398,7.37e-05,5.67e-06,-7.72e-05,5.37e-05,5.86e-07,2.56e-05,-5.06e-05,-2.56e-05,-1.07e-05,3.5e-05,2.6e-05,5.18e-05,5.18e-05,1.0
-0.000168987,6.7e-05,-2.17e-05,0.000118974,-4.63e-05,-6.19e-05,-1.95e-07,2.72e-05,-0.000260415,-0.000148669,-2.13e-05,1.4300000000000002e-05,0.000229939,-8.97e-05,0.000153358,6.35e-05,1.15e-05,-7.01e-05,-0.000147106,-1.97e-05,7.049999999999999e-05,-2.8300000000000003e-05,-2.8300000000000003e-05,1.0
3.15e-05,8.79e-06,-8.690000000000001e-05,-4e-05,8.070000000000001e-05,0.000134212,5.84e-05,-1.76e-06,2.05e-05,4.83e-05,4.94e-05,6.06e-06,5.53e-05,0.0001615629999999,-5.2900000000000005e-05,-5.45e-05,-8.070000000000001e-05,-4.67e-05,3.71e-06,-6.51e-05,4.71e-05,-1.04e-05,-1.04e-05,0.0
0.000180317,6.19e-05,4.63e-05,8.03e-05,4.1200000000000005e-05,8.26e-05,0.00012757,0.000170159,-5.76e-05,-4.67e-05,-1.47e-05,5.86e-07,-0.0003041759999999,5.8e-05,0.00011116,9.08e-05,-0.0001049079999999,4.47e-05,6.47e-05,1.23e-05,-4.429999999999999e-05,-4.55e-05,-4.55e-05,1.0
7.049999999999999e-05,0.000124054,0.000253773,0.000198291,0.000294017,6.19e-05,-7.23e-06,-0.0002647129999999,-9.83e-05,-0.000122491,2.95e-05,-0.0001725029999999,-3.07e-05,0.000158437,-4.08e-05,-0.000177192,-6.84e-06,-0.0002213429999999,3.85e-05,2.52e-05,0.000221734,0.000211184,0.000211184,1.0
-3.02e-05,-5.57e-06,-0.000264615,-0.000261685,0.000137436,-4.4e-06,0.000544762,-9.67e-06,-7.18e-05,3.19e-05,0.00012337,-4.4e-06,-9.7e-05,-3.22e-06,-0.000260513,-0.000228278,-0.000290989,0.000424029,-0.000157949,-0.000244689,-0.000423443,-0.000421099,-0.000421099,1.0
-5.86e-07,-4.1e-06,-2.93e-06,-2.72e-05,-3.929999999999999e-05,-2.72e-05,1.76e-06,-5.88e-05,1.19e-05,3.32e-06,-1.82e-05,-6.86e-05,2.25e-05,-9.57e-06,8.73e-05,-9.18e-06,2.25e-05,-3.18e-05,-8.340000000000001e-05,-5.22e-05,3.2200000000000003e-05,0.0001236629999999,0.0001236629999999,0.0
-5.02e-05,-1.04e-05,-8.01e-06,-5.5700000000000005e-05,-0.000118193,6.23e-05,4.36e-05,6.78e-05,0.000101001,0.000136166,5.68e-05,7.48e-05,0.000147497,4.9e-05,0.00021978,-9.57e-06,7.09e-05,-0.000125617,-8.62e-05,-1.97e-05,0.000126007,0.000140855,0.000140855,1.0
-6.06e-06,3.32e-06,-1.7e-05,1.95e-07,-1.47e-05,1.37e-06,3.03e-05,-2.25e-05,9.18e-06,1.35e-05,2.05e-05,-4.1e-06,2.79e-05,-1.66e-05,2.4e-05,1.58e-05,2.68e-05,2.87e-05,8.4e-06,-3.61e-05,-2.8300000000000003e-05,8.01e-06,8.01e-06,0.0
0.000267057,2.15e-06,-0.000102955,-7.209999999999999e-05,9.98e-05,5.84e-05,0.000177192,7.950000000000001e-05,0.0004510869999999,0.000254164,0.00022486,-6.35e-05,0.0001506229999999,0.000212357,2.44e-05,0.000256899,2.44e-05,-0.000108034,0.00017602,-6.35e-05,0.000108425,-1.35e-05,-1.35e-05,1.0
2.9100000000000003e-05,2.09e-05,4.4e-05,2.05e-05,-1.37e-06,5.02e-05,-3.03e-05,-7.62e-06,2.44e-05,-2.87e-05,-4.28e-05,-3.5e-05,4.49e-06,-1.37e-06,-8.22e-05,-0.000114286,-6.579999999999999e-05,-2.8300000000000003e-05,-0.000120147,8.01e-06,2.87e-05,0.000124054,0.000124054,0.0
-0.000411233,-5.5700000000000005e-05,9.87e-05,1.89e-05,-0.000201416,-0.000245958,-0.000202198,7.950000000000001e-05,-0.000275653,-0.000120147,3.5e-05,9.59e-05,0.0006316,-0.000174457,0.000249475,0.000228767,-4.63e-05,-0.000376068,-1.27e-05,0.000234628,0.000376459,-0.000141245,-0.000141245,1.0
5.2900000000000005e-05,9.71e-05,-0.000475702,-0.000327619,-7.01e-05,0.000399512,-0.000122882,9.77e-07,-8.65e-05,-6.97e-05,-0.00014906,-4.94e-05,0.0002213429999999,-8.420000000000001e-05,5.41e-05,4.49e-06,0.000102173,3.77e-05,-4.55e-05,-0.000220171,-3.73e-05,5.18e-05,5.18e-05,0.0
9.51e-05,-5.67e-06,4.83e-05,-5.27e-06,-4.55e-05,-3.34e-05,-9.67e-05,-7.23e-06,-3.26e-05,-5.1e-05,4.47e-05,-2.4e-05,-7.329999999999999e-05,-6.43e-05,1.76e-06,2.68e-05,-3.61e-05,4.59e-05,1.7e-05,6.97e-05,-4.55e-05,-6.35e-05,-6.35e-05,1.0
2.87e-05,-0.000177582,-0.000168596,-0.000151013,-3.2200000000000003e-05,-3.81e-05,0.0001099879999999,-2.54e-06,0.000102955,0.000159609,0.000102955,5.18e-05,6.659999999999999e-05,-5.96e-05,-5.65e-05,-0.000131868,-0.000120537,0.0001834429999999,-0.000140073,-0.000166642,-0.000183053,-0.0001396829999999,-0.0001396829999999,1.0
-1.07e-05,0.000127179,0.000247131,0.000247521,-7.6e-05,-0.000204542,-8.89e-05,-4.1e-06,-8.3e-05,-0.000160781,-0.000146325,-0.000103346,-9.79e-05,-0.0001506229999999,9.83e-05,0.000231893,0.000130305,-3.46e-05,0.000218217,0.000125617,3.5e-05,4.51e-05,4.51e-05,0.0
-5.86e-07,3.5e-05,-4.88e-06,3.97e-05,2.68e-05,2.15e-06,8.4e-06,-1.39e-05,-1.35e-05,9.96e-06,3.11e-05,-2.8300000000000003e-05,2.48e-05,-2.44e-05,8.97e-05,5.88e-05,7.44e-05,-5.610000000000001e-05,-7.290000000000001e-05,5.06e-05,5.65e-05,0.0001236629999999,0.0001236629999999,0.0
1.04e-05,-1.37e-06,-2.93e-06,-3.71e-06,-2.13e-05,-2.15e-06,-2.8300000000000003e-05,-2.54e-06,1.82e-05,-2.32e-05,-2.32e-05,9.57e-06,4.88e-06,-4.1e-06,-2.93e-06,-1.76e-06,8.79e-06,9.77e-07,-5.27e-06,6.84e-06,-5.86e-07,1.95e-07,1.95e-07,0.0
1.74e-05,1.76e-06,5.02e-05,2.48e-05,-4.79e-05,-5.1e-05,-4.63e-05,2.21e-05,-9.63e-05,-0.000114676,-4.16e-05,-1.39e-05,-3.97e-05,-0.000130305,5.489999999999999e-05,6.23e-05,-2.72e-05,2.87e-05,-1.86e-05,4.2e-05,-2.8300000000000003e-05,-1.58e-05,-1.58e-05,0.0
-0.000138022,0.000252894,-9.7e-05,-8.88e-05,-0.0002704759999999,-1.6100000000000002e-05,-0.0001942859999999,0.000128645,-9.05e-05,0.0001139929999999,-0.000186667,0.000285128,-0.0003742119999999,-0.00016674,7.91e-06,-0.000123956,2.9600000000000005e-05,-0.0002024909999999,-8.18e-05,0.000242344,0.000203077,1.55e-05,1.55e-05,1.0
-0.000169377,4.1200000000000005e-05,6.84e-06,1.76e-06,3.15e-05,-1.35e-05,-0.000114286,-0.000118584,-0.00013265,3.929999999999999e-05,-0.000193993,-0.000107643,-0.000135385,7.209999999999999e-05,-6e-05,-8.01e-06,-7.23e-06,-0.000172894,0.000170159,-3.03e-05,0.000173284,0.000166642,0.000166642,1.0
0.000328791,-0.000148669,1.74e-05,-1.66e-05,-3.54e-05,-2.21e-05,-5.18e-05,0.000129524,0.000316679,0.000196337,2.25e-05,-2.79e-05,-0.000167033,-4.1e-06,0.000144762,-4.49e-06,-6.31e-05,-6.23e-05,-4.63e-05,0.000179536,6.27e-05,8.109999999999999e-05,8.109999999999999e-05,0.0
5.260000000000001e-05,3.26e-05,1.86e-05,4.67e-05,3.03e-05,-1.39e-05,2.09e-05,1.5e-05,2.21e-05,-7.62e-06,-1.58e-05,1.07e-05,-1.31e-05,9.57e-06,4.49e-06,3.89e-05,2.52e-05,1.04e-05,3.89e-05,-2.13e-05,-9.96e-06,-2.15e-06,-2.15e-06,0.0
-4.1e-06,-4.47e-05,5.67e-06,-5.920000000000001e-05,-4.79e-05,-9.96e-06,1.62e-05,-9.18e-06,5.14e-05,-6.84e-06,-7.37e-05,-5.67e-06,-0.000148669,-5.27e-06,-2.72e-05,-1.39e-05,-5.260000000000001e-05,2.8300000000000003e-05,6.08e-05,-4.86e-05,-2.79e-05,-2.93e-06,-2.93e-06,1.0
4.79e-05,2.54e-06,-9.77e-07,-2.87e-05,1.95e-07,-7.79e-05,7.79e-05,4.1200000000000005e-05,-2.09e-05,2.68e-05,-1.27e-05,9.18e-06,-5.76e-05,-0.000118584,-4.08e-05,1.93e-05,1.37e-06,0.00018735,-2.09e-05,-7.170000000000001e-05,-0.00018696,-3.81e-05,-3.81e-05,1.0
6.45e-06,1.76e-06,-4.98e-05,2.17e-05,5.27e-06,-6.84e-06,-3.929999999999999e-05,-7.62e-06,-8.89e-05,-3.15e-05,3.65e-05,-2.05e-05,8.540000000000002e-05,-2.8300000000000003e-05,3.77e-05,1.04e-05,-2.13e-05,-9.96e-06,-5.18e-05,3.97e-05,1.04e-05,-5.37e-05,-5.37e-05,1.0
-8.65e-05,-2.13e-05,1.37e-06,4.51e-05,7.64e-05,-0.000121709,0.000232674,4.16e-05,0.000109597,0.0001049079999999,-7.829999999999999e-05,1.58e-05,8.149999999999999e-05,-9.51e-05,0.000118974,5.22e-05,0.000130305,-6.84e-06,-2.32e-05,-5.41e-05,7.23e-06,9.83e-05,9.83e-05,1.0
1.62e-05,-1.95e-07,-6.84e-06,-3.32e-06,1.5399999999999998e-05,1.31e-05,2.44e-05,2.44e-05,-1.19e-05,-4.429999999999999e-05,-1.15e-05,1.66e-05,-4.88e-06,1.76e-06,-9.96e-06,3.81e-05,-9.57e-06,3.89e-05,8.4e-06,-3.11e-05,-3.85e-05,-2.13e-05,-2.13e-05,0.0
-6.27e-05,-4.63e-05,-8.01e-06,-1.5399999999999998e-05,0.0001740659999999,4.86e-05,7.950000000000001e-05,1.37e-06,-0.0002147009999999,-8.340000000000001e-05,-4.2e-05,1.39e-05,-8.93e-05,8.340000000000001e-05,-2.93e-06,6.11e-05,2.54e-06,0.000109206,6.04e-05,9.77e-07,-0.000108816,-1.76e-06,-1.76e-06,0.0
7.829999999999999e-05,-6.06e-06,1.11e-05,7.4e-05,5.88e-05,2.99e-05,-5.260000000000001e-05,-4.3200000000000007e-05,2.79e-05,-3.71e-06,6.23e-05,-9.96e-06,-5.65e-05,7.170000000000001e-05,2.21e-05,4.4e-05,2.68e-05,-4.9e-05,-5.8e-05,7.09e-05,4.94e-05,0.0001209279999999,0.0001209279999999,1.0
-8.89e-05,-4.08e-05,-5.33e-05,-2.9100000000000003e-05,1.19e-05,-5.86e-07,8.65e-05,-4.94e-05,-2.29e-05,-1.76e-06,-2.56e-05,1.47e-05,2.29e-05,1.39e-05,-1.4300000000000002e-05,-2.15e-06,2.15e-06,6.659999999999999e-05,6.97e-05,-0.000102173,-6.620000000000001e-05,-5.14e-05,-5.14e-05,0.0
-1.5e-05,0.000113114,0.000143199,0.0002432229999999,-9.57e-06,4.59e-05,-0.000147106,0.000204933,0.000181099,1.19e-05,-5.14e-05,9.67e-05,9.44e-05,4.36e-05,-0.000271746,-6.659999999999999e-05,-3.46e-05,-0.000209231,-0.000247131,-9.4e-05,0.0002096209999999,0.000227595,0.000227595,1.0
-0.000155702,-1.76e-06,-6.86e-05,-0.000117802,-1.62e-05,-7.4e-05,-9.96e-06,-0.000113114,-0.000200635,-0.000155702,-0.000130305,-0.000100611,4.9e-05,-2.99e-05,-1.37e-06,-0.000285031,-5.67e-06,4.79e-05,-0.000303785,2.95e-05,-4.75e-05,-3.65e-05,-3.65e-05,0.0
1.23e-05,-7.23e-06,1.86e-05,-2.52e-05,4.429999999999999e-05,3.3e-05,4.71e-05,-2.01e-05,5.18e-05,-8.01e-06,-3.15e-05,-1.27e-05,-4.429999999999999e-05,9.16e-05,-8.79e-06,-1.37e-06,6.06e-06,-1.23e-05,4.51e-05,-5.06e-05,1.27e-05,4.94e-05,4.94e-05,0.0
9.940000000000002e-05,2.36e-05,2.68e-05,4.86e-05,2.48e-05,2.68e-05,1.93e-05,4.04e-05,2.87e-05,3.26e-05,7.87e-05,-1.5e-05,-1.15e-05,1.86e-05,-1.15e-05,7.23e-06,-2.32e-05,2.79e-05,-4.36e-05,9.96e-06,-2.75e-05,2.05e-05,2.05e-05,0.0
4.16e-05,4.59e-05,6.51e-05,2.87e-05,-2.32e-05,4.98e-05,1.07e-05,-7.91e-05,2.44e-05,-0.000106862,-1.93e-05,-5.720000000000001e-05,-3.26e-05,1.47e-05,-1.37e-06,-3.929999999999999e-05,-1.5399999999999998e-05,-7.62e-06,1.27e-05,2.21e-05,8.01e-06,5.45e-05,5.45e-05,0.0
-5.57e-06,5.13e-05,-1.0800000000000002e-05,-4.01e-05,8.790000000000001e-07,-0.000115751,3.22e-06,5.95e-05,1.9e-05,0.00031326,0.000139194,9.05e-05,3.81e-06,0.000130403,-3.02e-05,-1.47e-06,-1.49e-05,-5.7700000000000007e-05,-3.08e-05,-2.64e-06,5.83e-05,1.32e-05,1.32e-05,0.0
2.48e-05,0.000108816,0.000270574,3.32e-06,5.96e-05,-6e-05,7.72e-05,-0.000124835,-2.93e-06,-5.86e-07,0.000174457,-0.000141636,0.000210012,6.43e-05,2.54e-06,-0.000231893,0.000301441,0.0002338459999999,-3.03e-05,-1.93e-05,-0.000233455,-3.929999999999999e-05,-3.929999999999999e-05,1.0
-7e-05,2.84e-05,0.00010696,0.000107546,-9.05e-05,-2.02e-05,-6.12e-05,3.14e-05,-3.19e-05,-4.84e-05,-4.07e-05,2.32e-05,-5.7700000000000007e-05,-3.96e-05,5.13e-05,7.91e-06,4.95e-05,-4.01e-05,-3.84e-05,4.25e-05,4.07e-05,9.41e-05,9.41e-05,0.0
-1.04e-05,-4.88e-06,-9.77e-07,-8.4e-06,-9.18e-06,1.37e-06,-1.95e-07,6.45e-06,2.93e-06,7.23e-06,1.76e-06,6.84e-06,1.5399999999999998e-05,2.15e-06,2.54e-06,-4.49e-06,4.88e-06,4.1e-06,-1.95e-07,-3.32e-06,-3.71e-06,-5.67e-06,-5.67e-06,0.0
3.46e-05,1.31e-05,-5.22e-05,-2.68e-05,0.000113114,0.000107253,2.48e-05,8.540000000000002e-05,2.13e-05,0.000102955,8.109999999999999e-05,8.109999999999999e-05,0.000108816,0.000152576,0.000118584,-1.11e-05,0.000127961,-7.99e-05,1.93e-05,2.6e-05,8.03e-05,-3.85e-05,-3.85e-05,1.0
3.65e-05,-8.01e-06,2.09e-05,1.7800000000000002e-05,-5.68e-05,-9.12e-05,-1.74e-05,-2.44e-05,3.61e-05,4.83e-05,2.21e-05,-1.7e-05,-2.09e-05,-2.32e-05,-1.23e-05,-1.39e-05,-3.03e-05,3.07e-05,-1.23e-05,6.45e-06,-3.03e-05,-1.97e-05,-1.97e-05,0.0
-7.47e-05,4.78e-05,-2.7300000000000003e-05,-1.6100000000000002e-05,2.64e-06,4.25e-05,-0.000151502,2.05e-06,-0.000176117,-2.9e-05,-1.0800000000000002e-05,2.14e-05,-7.120000000000001e-05,-6.65e-05,-8.53e-05,2.14e-05,-0.000105201,-0.00012337,-1.47e-06,0.000133919,0.000123956,1.85e-05,1.85e-05,1.0
-1.66e-05,1.89e-05,3.18e-05,3.34e-05,1.62e-05,3.03e-05,-5.06e-05,2.54e-06,-1.07e-05,-1.7e-05,-4.04e-05,1.95e-07,-2.79e-05,8.4e-06,2.01e-05,-2.21e-05,5.67e-06,-0.000106862,-3.46e-05,3.89e-05,0.000107253,9.63e-05,9.63e-05,0.0
7.62e-06,3.89e-05,-1.23e-05,6.7e-05,3.34e-05,-5.96e-05,5.720000000000001e-05,-0.00013851,3.15e-05,-4.63e-05,-2.87e-05,1.95e-07,4.59e-05,-7.09e-05,2.54e-06,-5.2900000000000005e-05,6.659999999999999e-05,2.44e-05,2.72e-05,-6.620000000000001e-05,-2.4e-05,-3.18e-05,-3.18e-05,1.0
4.28e-05,4.98e-05,-6.15e-05,-3.11e-05,0.0001658609999999,-3.11e-05,0.000224469,-3.3799999999999995e-05,-6.579999999999999e-05,-9.24e-05,-1.89e-05,-0.000217827,-0.000114286,-6.06e-06,-0.000152576,0.000146325,-0.00027917,-8.79e-06,5.65e-05,-8.77e-05,9.18e-06,-4.24e-05,-4.24e-05,1.0
-3.3100000000000005e-05,0.000167912,7.36e-05,1.73e-05,-4.13e-05,-6.3e-05,-3.66e-05,4.19e-05,-1.14e-05,-5.95e-05,2.93e-07,-3.84e-05,0.000177875,-7.06e-05,-0.000201905,0.000160293,-6.709999999999999e-05,-5.01e-05,6.95e-05,7.33e-06,5.07e-05,2.93e-07,2.93e-07,0.0
1.35e-05,-2.21e-05,-7.049999999999999e-05,1.5399999999999998e-05,1.15e-05,4.2e-05,-1.66e-05,2.15e-06,-3.69e-05,-1.7800000000000002e-05,-6.7e-05,9.18e-06,-7.13e-05,1.95e-07,-5.84e-05,-4.55e-05,-6.9e-05,3.34e-05,9.18e-06,-5.8e-05,-3.3e-05,-3.81e-05,-3.81e-05,0.0
6.45e-06,3.97e-05,2.8300000000000003e-05,7.01e-05,0.000106471,7.52e-05,3.73e-05,4.86e-05,-8.93e-05,-1.07e-05,2.99e-05,1.04e-05,-7.62e-06,7.950000000000001e-05,7.23e-06,1.5e-05,-7.62e-06,-2.68e-05,-8.79e-06,-9.96e-06,2.72e-05,3.81e-05,3.81e-05,0.0
1.11e-05,-2.54e-06,-1.35e-05,1.04e-05,1.19e-05,6.45e-06,6.45e-06,2.44e-05,-9.57e-06,-2.54e-06,2.48e-05,1.5e-05,1.15e-05,-1.04e-05,4.49e-06,1.47e-05,-9.57e-06,4.1e-06,-2.09e-05,6.45e-06,-3.71e-06,-2.29e-05,-2.29e-05,0.0
3.85e-05,1.76e-06,-3.54e-05,-5.67e-06,5.96e-05,5.84e-05,6.47e-05,-6.84e-06,4.94e-05,9.12e-05,3.3e-05,1.89e-05,-6.08e-05,6.47e-05,-5.41e-05,-5.920000000000001e-05,-1.66e-05,2.87e-05,7.62e-06,-3.2200000000000003e-05,-2.8300000000000003e-05,1.93e-05,1.93e-05,1.0
-0.000272527,5.37e-05,2.15e-06,3.5e-05,0.000115067,-1.11e-05,8.93e-05,-0.000101392,5.86e-07,4.67e-05,-5.18e-05,-4.63e-05,0.00013851,9.32e-05,-0.000160781,-0.000123272,4.55e-05,-0.000145934,3.71e-06,-0.000141245,0.000146325,6.51e-05,6.51e-05,1.0
-1.62e-05,-1.82e-05,-1.76e-06,-1.47e-05,4.59e-05,2.21e-05,-0.000100611,5.33e-05,-5.489999999999999e-05,1.5399999999999998e-05,-1.95e-07,4.28e-05,1.82e-05,6.7e-05,1.27e-05,-1.66e-05,7.170000000000001e-05,-2.95e-05,2.54e-06,0.000166642,2.99e-05,-3.4200000000000005e-05,-3.4200000000000005e-05,1.0
-3.61e-05,2.4e-05,1.37e-06,1.5e-05,4.86e-05,1.11e-05,-3.32e-06,-2.93e-06,-5.84e-05,-5.27e-06,-1.89e-05,-5.86e-07,4.88e-06,3.2200000000000003e-05,-2.44e-05,-1.27e-05,4.1e-06,-2.56e-05,1.23e-05,1.23e-05,2.6e-05,4.49e-06,4.49e-06,0.0
0.000375678,1.62e-05,0.000256899,-0.0001943829999999,3.46e-05,0.000369817,-8.89e-05,9.47e-05,0.0003483269999999,0.000201416,0.000543297,-2.13e-05,4.94e-05,0.000444444,-0.000441709,-0.000878926,6.94e-05,0.000397558,-0.000133431,8.26e-05,-0.000397167,-0.000554628,-0.000554628,1.0
1.58e-05,2.15e-06,9.18e-06,1.19e-05,4.1e-06,-1.95e-07,1.74e-05,-9.57e-06,3.32e-06,-1.7e-05,-7.23e-06,-9.57e-06,-4.4e-05,-1.37e-06,-1.07e-05,4.88e-06,-2.13e-05,1.31e-05,1.31e-05,-1.97e-05,-1.27e-05,1.95e-07,1.95e-07,0.0
